INSTNM,CITY,STATE,ADM_RATE,SATVR25,SATVR75,SATMT25,SATMT75,SAT_AVG_ALL,TUITIONFEE_IN,TUITIONFEE_OUT
Strayer University-Arkansas,Little Rock,AR,NULL,NULL,NULL,NULL,NULL,NULL,13515,13515
Strayer University-Georgia,Atlanta,GA,NULL,NULL,NULL,NULL,NULL,NULL,13515,13515
Strayer University-Mississippi,Jackson,MS,NULL,NULL,NULL,NULL,NULL,NULL,13515,13515
Strayer University-South Carolina,Greenville,SC,NULL,NULL,NULL,NULL,NULL,NULL,13515,13515
Strayer University-Texas,Austin,TX,NULL,NULL,NULL,NULL,NULL,NULL,13515,13515
The Art Institute of San Antonio,San Antonio,TX,NULL,NULL,NULL,NULL,NULL,NULL,19354,19354
Empire Beauty School-S Memphis,Memphis,TN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Empire Beauty School-Charlotte,Charlotte,NC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Empire Beauty School-Winston-Salem,Winston-Salem,NC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Empire Beauty School-West Palm,West Palm Beach,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Empire Beauty School-Pineville,Charlotte,NC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Phoenix,Phoenix,AZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
All Beauty College,Bullhead City,AZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Modesto,Modesto,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cosmo Beauty Academy,Sacramento,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Fresno,Fresno,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Unitek College,Fremont,CA,NULL,NULL,NULL,NULL,NULL,NULL,35284,35284
Gurnick Academy of Medical Arts,San Mateo,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-East Bay,Pleasant Hill,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
South University-Richmond,Glen Allen,VA,NULL,NULL,NULL,NULL,NULL,NULL,17014,17014
South University-Virginia Beach,Virginia Beach,VA,NULL,NULL,NULL,NULL,NULL,NULL,17014,17014
Aveda Institute-Denver,Denver,CO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Colorado Springs,Colorado Springs,CO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The Salon Professional Academy-Colorado Springs,Colorado Springs,CO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Delaware,Newark,DE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Future-Tech Institute,Miami,FL,NULL,NULL,NULL,NULL,NULL,NULL,23000,23000
Fred K Marchman Technical College,New Port Richey,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The Salon Professional Academy-Ft Myers,Fort Myers,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Universal Spa Training Academy,Downers Grove,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The Salon Professional Academy-Evansville,Evansville,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tri County Regional Vocational Technical High School,Franklin,MA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Compass College of Cinematic Arts,Grand Rapids,MI,0.6667,430,575,400,545,975,15900,15900
Nova Academy of Cosmetology,Rochester,MN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SAE Institute of Technology-New York,New York,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Sage School of Massage & Esthetics,Bend,OR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Peloton College,Dallas,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ABC Beauty Academy,Richardson,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Salon & Spa Institute,Brownsville,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
American Beauty Academy,Payson,UT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Summit Salon Academy,Tacoma,WA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Milwaukee,Pawaukee,WI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Touro University Worldwide,Los Alamitos,CA,NULL,NULL,NULL,NULL,NULL,NULL,14600,14600
Touro University California,Vallejo,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The Chicago School of Professional Psychology at Washington DC,Washington,DC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Touro University Nevada,Henderson,NV,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Herzing University-Kenosha,Kenosha,WI,0.5714,NULL,NULL,NULL,NULL,NULL,14200,14200
Herzing University-Brookfield,Brookfield,WI,0.8133,NULL,NULL,NULL,NULL,NULL,14200,14200
Texas A&M University-San Antonio,San Antonio,TX,0.4386,470,580,460,550,1026,8864,21877
Fortis Institute,Houston,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Southern Careers Institute-Brownsville,Brownsville,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Southern Careers Institute-Harlingen,Harlingen,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Strayer University-Global Region,Washington,DC,NULL,NULL,NULL,NULL,NULL,NULL,13515,13515
Kenneth Shuler School of Cosmetology-Florence,Florence,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Fortis College-Columbia,Columbia,SC,NULL,NULL,NULL,NULL,NULL,NULL,14920,14920
Ross Medical Education Center-Davison,Davison,MI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ross Medical Education Center-Granger,Granger,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ross Medical Education Center-Niles,Niles,OH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ross Medical Education Center-Canton,Canton,MI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pima Medical Institute-Houston,Houston,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Illinois Media School-Chicago Campus,Chicago,IL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Platt College-STVT-San Antonio,San Antonio,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Concorde Career College-Dallas,Dallas,TX,0.8809,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Concorde Career Institute-Orlando,Orlando,FL,0.848,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Concorde Career College-San Antonio,San Antonio,TX,0.9386,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Johnson & Wales University-Online,Providence,RI,0.4118,NULL,NULL,NULL,NULL,NULL,13365,13365
Fairfax University of America,Fairfax,VA,0.9167,NULL,NULL,NULL,NULL,NULL,10328,10328
Geisinger-Lewistown Hospital School of Nursing,Lewistown,PA,0.5125,NULL,NULL,NULL,NULL,NULL,19255,19255
Moreno Valley College,Moreno Valley,CA,NULL,NULL,NULL,NULL,NULL,NULL,1420,9370
Brittany Beauty Academy,New York,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Onondaga School of Therapeutic Massage-Rochester,Rochester,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Norco College,Norco,CA,NULL,NULL,NULL,NULL,NULL,NULL,1420,9370
Dorsey School of Business-Saginaw,Saginaw,MI,NULL,NULL,NULL,NULL,NULL,NULL,21100,21100
Milan Institute of Cosmetology-La Quinta,La Quinta,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Milan Institute-Boise,Boise,ID,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Milan Institute of Cosmetology-El Paso,El Paso,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Universal Technical Institute-Dallas Fort Worth,Irving,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
American School of Nursing and Medical Careers,Manchester,NH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Harris School of Business-Upper Darby Campus,Upper Darby,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ICPR Junior College,Manati,PR,NULL,NULL,NULL,NULL,NULL,NULL,7010,7010
Artistic Nails and Beauty Academy-Lakeland,Lakeland,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
American Sentinel University,Denver,CO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Hawaii Medical College,Honolulu,HI,NULL,NULL,NULL,NULL,NULL,NULL,26037,26037
Carolina College of Hair Design,Asheville,NC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Remington College-Heathrow Campus,Lake Mary,FL,NULL,NULL,NULL,NULL,NULL,NULL,12768,12768
College of Massage Therapy,Blackfoot,ID,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Platt College-Miller-Motte-Jacksonville,Jacksonville,NC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Platt College-Miller-Motte Technical-Augusta,Augusta,GA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Platt College-Miller-Motte Technical-Conway,Conway,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Aveda Institute-Portland,Portland,OR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Chamberlain University-Virginia,Vienna,VA,1,NULL,NULL,NULL,NULL,NULL,19375,19375
Stevens-Henager College,Boise,ID,NULL,NULL,NULL,NULL,NULL,NULL,14585,14585
Penrose Academy,Scottsdale,AZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Skin Institute,Saint Louis,MO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Beauty Academy of South Florida,Hialeah Gardens,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ogle School Hair Skin Nails-North Dallas,Dallas,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The Salon Professional Academy-North Little Rock,Sherwood,AR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The Salon Professional Academy-St Charles,St. Charles,MO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
American College for Medical Careers,Orlando,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mildred Elley-New York Campus,New York,NY,NULL,NULL,NULL,NULL,NULL,NULL,14973,14973
National Paralegal College,Phoenix,AZ,NULL,NULL,NULL,NULL,NULL,NULL,7995,7995
Carolina College of Biblical Studies,Fayetteville,NC,NULL,NULL,NULL,NULL,NULL,NULL,5300,5300
Allstate Hairstyling & Barber College,Cleveland,OH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Omega Graduate School,Dayton,TN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Jung Tao School of Classical Chinese Medicine,Sugar Grove,NC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
New York Film Academy,Burbank,CA,NULL,NULL,NULL,NULL,NULL,NULL,32542,32542
The Collective School Of Music,New York,NY,NULL,NULL,NULL,NULL,NULL,NULL,30300,30300
International College of Cosmetology,Oakland,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bella Capelli Academy,Monroeville,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Institute of Medical Careers,Pittsburgh,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Flagler Technical College,Palm Coast,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Galaxy Medical College,North Hollywood,CA,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
American Medical Sciences Center,Glendale,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mandalyn Academy,American Fork,UT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Jose Maria Vargas University,Pembroke Pines,FL,NULL,NULL,NULL,NULL,NULL,NULL,10480,10480
American Academy of Health and Beauty,Manchester,NH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
D A Dorsey Technical College,Miami,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Keweenaw Bay Ojibwa Community College,Baraga,MI,NULL,NULL,NULL,NULL,NULL,NULL,4400,4400
Meridian Institute of Surgical Assisting,Nashville,TN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mauna Loa Helicopters,Kailua Kona,HI,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acaydia School of Aesthetics,Provo,UT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Manhattan Institute,New York,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Holistic Massage Training Institute,Baltimore,MD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Diamonds Cosmetology College,Sherman,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Northern Virginia School of Therapeutic Massage,Falls Church,VA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-St Louis,St. Louis,MO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Advanced Training Institute,Las Vegas,NV,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Shepherds Theological Seminary,Cary,NC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Taylor Andrews Academy of Hair Design-West Jordan,West Jordan,UT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Santa Ana Beauty Academy,Santa Ana,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Grace College of Divinity,Fayetteville,NC,0.95,NULL,NULL,NULL,NULL,NULL,6100,6100
Evolve Beauty Academy,Washing,MO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Aveda Institute-New Mexico,Albuquerque,NM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
American Trade School,Saint Ann,MO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Estelle Skin Care and Spa Institute,Skokie,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Honolulu,Honolulu,HI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Elite Cosmetology School,Yucca Valley,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
American Technical Institute,Bayamon,PR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bergin University of Canine Studies,Penngrove,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Aveda Institute-Boise,Boise,ID,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pima Medical Institute-Aurora,Aurora,CO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Capilo School of Hair Design,Augusta,ME,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pure Aesthetics Natural Skincare School,Tucson,AZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Lindsey Institute of Cosmetology,Bowling Green,KY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Buckner Barber School,Dallas,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Simmons College of Kentucky,Louisville,KY,NULL,NULL,NULL,NULL,NULL,NULL,6390,6390
Atelier Esthetique Institute of Esthetics,New York,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Advanced College of Cosmetology,Waupun,WI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
North American University,Stafford,TX,NULL,NULL,NULL,NULL,NULL,NULL,9900,9900
United Beauty College,Denver,CO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cinta Aveda Institute,San Francisco,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Long Island Nail Skin & Hair Institute,Levittown,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Keser Torah-Mayan Hatalmud,Lakewood,NJ,0.9,NULL,NULL,NULL,NULL,NULL,10150,10150
Southern California Health Institute,North Hollywood,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Best Care College,East Orange,NJ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
First Class Cosmetology School,Beloit,WI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Millennia Atlantic University,Doral,FL,NULL,NULL,NULL,NULL,NULL,NULL,11372,11372
Abcott Institute,Southfield,MI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The Salon Professional Academy-Kenosha,Kenosha,WI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Indianapolis,Indianapolis,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Taylor Andrews Academy-St George,St. George,UT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Protege Academy,East Lansing,MI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Colorado Academy of Veterinary Technology,Colorado Springs,CO,1,NULL,NULL,NULL,NULL,NULL,17354,17354
Northeast Technical Institute,Scarborough,ME,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Elite School of Cosmetology,Norwalk,OH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Las Vegas,Las Vegas,NV,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Summit Salon Academy-Kokomo,Kokomo,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Florida Academy,Fort Myers,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Institute for Doctoral Studies in the Visual Arts,Portland,ME,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
State Career College,Waukegan,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Academy for Salon Professionals,Northridge,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Spokane,Spokane Valley,WA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
International College of Beauty Arts & Sciences,Los Angeles,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The Salon Professional Academy,Shorewood,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
John Paul the Great Catholic University,Escondido,CA,0.7286,515,635,510,588,1134,27200,27200
University of Connecticut-Hartford Campus,Hartford,CT,0.9568,520,620,500,610,1249,14628,37296
Ottawa University-Surprise,Surprise,AZ,0.4316,470,600,480,570,1017,29975,29975
Independence University,Salt Lake City,UT,NULL,NULL,NULL,NULL,NULL,NULL,14585,14585
National American University-Colorado Springs South,Colorado Springs,CO,NULL,NULL,NULL,NULL,NULL,NULL,15000,15000
Chamberlain University-Missouri,St. Louis,MO,0.9091,NULL,NULL,NULL,NULL,NULL,19375,19375
Chamberlain University-Texas,Houston,TX,0.8333,NULL,NULL,NULL,NULL,NULL,19375,19375
Continental School of Beauty Culture-Mattydale,Mattydale,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Columbia,Columbia,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Charleston,North Charleston,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kenneth Shuler School of Cosmetology-Greenville,Greenville,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Northwest College-Eugene,Springfield,OR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Northwest College-Tualatin,Tualatin,OR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CET-Soledad,Soledad,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
United Education Institute-UEI College San Marcos,San Marcos,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Vanguard College of Cosmetology-Metairie,Metairie,LA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
United Education Institute-Anaheim,Anaheim,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
New England Tractor Trailer Training School of Massachusetts,North Andover,MA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dewey University-Manati,Manati,PR,NULL,NULL,NULL,NULL,NULL,NULL,7495,7495
Allen School-Phoenix,Phoenix,AZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Oklahoma Technical College,Tulsa,OK,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Midwest Technical Institute-Moline,Moline,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Unitech Training Academy-Alexandria,Alexandria,LA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Unitech Training Academy-Lake Charles,Lake Charles,LA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Aveda Institute-Los Angeles,Los Angeles,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
UEI College-Riverside,Riverside,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
WellSpring School of Allied Health-Lawrence,Lawrence,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Manuel and Theresa's School of Hair Design-Victoria,Victoria,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tricoci University of Beauty Culture-Chicago NE,Chicago,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Los Angeles Pacific University,San Dimas,CA,NULL,NULL,NULL,NULL,NULL,NULL,10800,10800
California College San Diego-CollegeAmerica-Phoenix,Phoenix,AZ,NULL,NULL,NULL,NULL,NULL,NULL,14585,14585
Stevens-Henager College,Idaho Falls,ID,NULL,NULL,NULL,NULL,NULL,NULL,14585,14585
Avalon School of Cosmetology-Phoenix,Phoenix,AZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Avalon School of Cosmetology-Layton,Layton,UT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Aveda Institute-Des Moines,West Des Moines,IA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Fortis Institute-Lawrenceville,Lawrenceville,NJ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Relay Graduate School of Education,New York,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Platt College-Miller-Motte Technical-Macon,Macon,GA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
South University-Savannah Online,Savannah,GA,NULL,NULL,NULL,NULL,NULL,NULL,13594,13594
Fortis College-Montgomery,Montgomery,AL,NULL,NULL,NULL,NULL,NULL,NULL,14147,14147
Whitworth University-Adult Degree Programs,Spokane,WA,1,NULL,NULL,NULL,NULL,1183,NULL,NULL
The Santa Barbara and Ventura Colleges of Law at Santa Barbara,Santa Barbara,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Springfield College-Regional Online and Continuing Education,Springfield,MA,NULL,NULL,NULL,NULL,NULL,1128,NULL,NULL
Marian Health Careers Center-Van Nuys Campus,Van Nuys,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Milan Institute-Las Vegas,Las Vegas,NV,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Catholic Distance University,Charles Town,WV,NULL,NULL,NULL,NULL,NULL,NULL,8405,8405
New York School of Esthetics & Day Spa,white plains,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Panache Academy of Beauty,Baraboo,WI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Finger Lakes Health College of Nursing & Health Sciences,Geneva,NY,1,NULL,NULL,NULL,NULL,NULL,12240,12240
ASI Career Institute,Turnersville,NJ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Midwest Technical Institute-Ridgeland,Ridgeland,MS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Christine Valmy International School of Esthetics & Cosmetology,Pine Brook,NJ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
City College-Hollywood,Hollywood,FL,NULL,NULL,NULL,NULL,NULL,NULL,14539,14539
Paul Mitchell the School-Arlington,Arlington,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rocky Mountain University of Health Professions,Provo,UT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Christie's Education,New York,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Palmetto Beauty School,Spartanburg,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Fort Myers,Fort Myers,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Raleigh,Raleigh,NC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CUNY Stella and Charles Guttman Community College,New York,NY,NULL,NULL,NULL,NULL,NULL,NULL,5194,8074
Lil Lou's Beauty and Barber College,Gary,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Criswell College,Dallas,TX,0.9697,550,660,510,560,1106,11552,11552
Beverly Hills Design Institute,Beverly Hills,CA,0.38,NULL,NULL,NULL,NULL,NULL,23220,23220
Reflections Academy of Beauty,Decatur,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
UCAS Univeristy of Cosmetology Arts & Sciences-La Joya,La Joya,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Annenberg School of Nursing,Reseda,CA,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
American Medical Academy,Miami,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tooele Technical College,Tooele,UT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Chamberlain University-Georgia,Atlanta,GA,0.4444,NULL,NULL,NULL,NULL,NULL,19375,19375
Chamberlain University-Indiana,Indianapolis,IN,0.2727,NULL,NULL,NULL,NULL,NULL,19375,19375
Carrington College-Mesquite,Mesquite,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Sessions College for Professional Design,Tempe,AZ,NULL,NULL,NULL,NULL,NULL,NULL,9060,9060
Tulsa Welding School-Jacksonville,Jacksonville,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Empire Beauty School-Virginia Beach,Virginia Beach,VA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ross Medical Education Center-Morgantown,Morgantown,WV,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Ogden,Ogden,UT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Miami Ad School-New York,Astoria,NY,NULL,NULL,NULL,NULL,NULL,NULL,19400,19400
Larry's Barber College,Chicago,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Futura Career Institute,Hialeah,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Flair Beauty College,Valencia,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Vogue College of Cosmetology-San Antonio Fredericksburg,San Antonio,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Vogue College of Cosmetology,San Antonio,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tomorrow's Image Barber And Beauty Academy of Virginia,Newport News,VA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
College of International Esthetics Inc,Arvada,CO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Medical Allied Career Center,Santa Fe Springs,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
